personal_id,vaccine_intention_jan,vaccine_intention_jul,p_2m_infected,p_2m_acquaintance_infected,p_2m_hospital_if_infect_self,p_2m_infected_and_pass_on,nervous_month,depressed_month,calm_month,gloomy_month,happy_month,covid_health_concern,covid_vaccine_effective,covid_vaccine_safe,covid_test_comply,work_status_social assistance,work_status_employed,work_status_retired,work_status_student or trainee,work_status_unemployed,infection_diagnosed_no,infection_diagnosed_unsure,support_current_measures,support_possible_measures,work_status_employed:hours_workplace,work_status_employed:hours_home,trust_gov,contact_older_people,subj_effect_measures,compliance_measures,subj_effect_behav_proven,subj_effect_behav_unproven,comply_curfew_self_yes,comply_curfew_self_no,comply_curfew_self_yes:comply_bc_civic,comply_curfew_self_yes:comply_bc_fear_punished,comply_curfew_self_yes:comply_bc_protect_self,comply_curfew_self_yes:comply_bc_protect_close,comply_curfew_self_yes:comply_bc_protect_all,comply_curfew_self_yes:comply_bc_high_risk,comply_curfew_self_no:disobey_bc_freedom,comply_curfew_self_no:disobey_bc_not_punish,comply_curfew_self_no:disobey_bc_unjustified,comply_curfew_self_no:disobey_bc_obligations,comply_curfew_self_no:disobey_bc_ineffective,comply_curfew_self_no:disobey_bc_unaffected,comply_curfew_self_no:disobey_bc_bored,n_contacts_personal,n_contacts_distanced,change_contacts_personal,change_contacts_distanced,loneliness,approp_gov_medical,approp_gov_restrict_public_life,approp_gov_econ_mitigation,approp_gov_communication,health_comparison_6m,concerns,avoidance_determined,avoidance_determined:avoidance_score,age,hh_members,hh_children,location_urban,edu_4,net_income,civil_status_Married,civil_status_Divorced,civil_status_Widow or widower,civil_status_Separated,profession_higher_academic,profession_higher_supervisory,profession_intermediate_academic,profession_intermediate_supervisory,profession_other_mental,profession_semiskilled_manual_work,profession_skilled_manual,profession_unskilled_manual_work,gender_male,"origin_First generation foreign, Western background","origin_First generation foreign, non-western background","origin_Second generation foreign, Western background","origin_Second generation foreign, non-western background",news_interest,political_interest,parties_not_care,ppl_no_influence,politically_able,understand_pol_issues,how_rightwing
860089,50.0,90.0,50.0,50.0,50.0,50.0,3,2,4,2,5,3,3,3,100.0,0,0,0,0,0,1,0,8,15,0.0,0.0,3.0,3.0,32.0,2.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,3.0,-6.0,2.0,3.0,2.0,3.0,3.0,12.0,1.0,1.0,64.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0
860137,70.0,70.0,50.0,50.0,10.0,30.0,1,2,5,3,4,4,4,3,100.0,0,1,0,0,0,1,0,7,21,0.0,40.0,3.0,3.0,24.0,4.0,20.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,250.0,3.0,3.0,-3.0,3.0,5.0,5.0,2.0,3.0,9.0,1.0,1.0,46.0,2.0,0.0,2.0,3.0,2250.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0
860189,100.0,100.0,25.0,50.0,10.0,25.0,1,2,5,2,5,5,5,3,100.0,0,0,1,0,0,1,0,8,10,0.0,0.0,5.0,1.0,32.0,4.0,22.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,4.0,-6.0,4.0,3.0,3.0,4.0,3.0,7.0,1.0,1.5,67.0,2.0,0.0,3.0,3.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0
860266,100.0,100.0,50.0,50.0,50.0,50.0,1,1,6,1,5,5,4,3,100.0,0,0,1,0,0,1,0,9,15,0.0,0.0,3.0,1.0,33.0,3.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,-5.0,2.0,3.0,2.0,2.0,3.0,17.0,1.0,3.0,61.0,2.0,0.0,3.0,1.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0
860314,10.0,100.0,50.0,75.0,10.0,75.0,2,2,5,2,5,5,5,3,50.0,0,1,0,0,0,1,0,11,18,8.0,32.0,4.0,4.0,28.0,4.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,1.0,1.0,-4.0,3.0,3.0,3.0,3.0,3.0,21.0,1.0,2.0,56.0,2.0,0.0,4.0,2.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0
860317,100.0,100.0,25.0,25.0,25.0,10.0,3,2,5,3,4,5,5,4,50.0,0,1,0,0,0,1,0,6,14,0.0,0.0,4.0,4.0,24.0,3.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,4.0,4.0,-4.0,3.0,3.0,3.0,3.0,3.0,13.0,1.0,0.6666666666666666,51.0,4.0,2.0,3.0,2.0,2225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
860327,75.0,100.0,35.0,75.0,35.0,35.0,2,1,5,1,5,4,4,2,75.0,0,1,0,0,0,1,0,8,18,0.0,40.0,4.0,1.0,31.0,4.0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,5.0,-4.0,3.0,3.0,3.0,3.0,4.0,7.0,1.0,2.0,41.0,3.0,1.0,1.0,4.0,3800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
860385,80.0,95.0,50.0,95.0,5.0,75.0,3,2,5,2,5,4,4,2,90.0,0,1,0,0,0,1,0,8,16,16.0,8.0,4.0,1.0,31.0,5.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,4.0,-5.0,3.0,3.0,2.0,3.0,3.0,19.0,1.0,2.0,36.0,3.0,1.0,5.0,4.0,4350.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,8.0
860388,90.0,100.0,20.0,50.0,20.0,10.0,3,3,2,5,2,5,3,4,100.0,0,0,0,0,1,1,0,9,14,0.0,0.0,3.0,1.0,29.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,23.0,1.0,2.5,61.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
860412,75.0,100.0,50.0,50.0,25.0,25.0,1,1,5,1,4,4,3,4,75.0,0,0,1,0,0,1,0,8,7,0.0,0.0,5.0,4.0,27.0,3.0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,3.0,-3.0,4.0,3.0,4.0,3.0,3.0,17.0,0.0,0.0,72.0,2.0,0.0,1.0,2.0,812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0
860470,10.0,10.0,50.0,50.0,25.0,30.0,3,1,3,1,4,3,3,3,0.0,0,1,0,0,0,1,0,11,17,20.0,0.0,3.0,5.0,33.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,15.0,1.0,5.0,-4.0,3.0,2.0,2.0,3.0,3.0,16.0,1.0,2.0,38.0,4.0,2.0,5.0,3.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0
860501,100.0,100.0,30.0,50.0,70.0,20.0,1,1,6,6,6,5,5,2,90.0,0,0,1,0,0,1,0,12,16,0.0,0.0,4.0,1.0,28.0,3.0,22.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,-4.0,2.0,3.0,3.0,3.0,4.0,12.0,1.0,2.5,71.0,2.0,0.0,3.0,3.0,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,7.0
860522,0.0,0.0,50.0,50.0,50.0,50.0,1,1,6,1,6,1,1,1,75.0,0,0,0,0,0,1,0,10,15,0.0,0.0,4.0,2.0,35.0,3.0,22.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,-4.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,2.0,72.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0
860540,100.0,100.0,20.0,50.0,10.0,20.0,2,1,5,1,5,5,5,5,100.0,0,0,1,0,0,0,0,9,16,0.0,0.0,4.0,1.0,26.0,4.0,23.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,-4.0,3.0,3.0,3.0,3.0,2.0,11.0,1.0,1.6666666666666667,89.0,2.0,0.0,1.0,1.0,732.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0
860586,25.0,100.0,10.0,10.0,50.0,10.0,2,2,4,2,4,4,3,4,100.0,0,1,0,0,0,1,0,10,17,20.0,0.0,4.0,1.0,35.0,4.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,3.0,3.0,-4.0,3.0,3.0,3.0,3.0,3.0,15.0,1.0,2.0,56.0,1.0,0.0,1.0,3.0,900.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0
860607,0.0,0.0,50.0,50.0,25.0,50.0,3,1,4,1,4,1,1,3,100.0,0,1,0,0,0,1,0,8,13,24.0,0.0,3.0,4.0,33.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,7.0,1.0,2.5,46.0,1.0,0.0,3.0,2.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,7.0
860632,80.0,80.0,75.0,75.0,50.0,50.0,2,2,5,3,5,4,4,4,80.0,0,1,0,0,0,1,0,9,19,40.0,0.0,4.0,2.0,27.0,4.0,18.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,4.0,-6.0,4.0,3.0,2.0,3.0,3.0,21.0,1.0,2.6666666666666665,48.0,1.0,0.0,4.0,3.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,7.0
860641,10.0,60.0,10.0,20.0,1.0,10.0,2,2,4,4,3,4,4,3,10.0,0,1,0,0,0,1,0,9,14,0.0,25.0,3.0,3.0,24.0,4.0,16.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,2.0,4.0,-3.0,3.0,3.0,3.0,3.0,3.0,13.0,1.0,1.6666666666666667,58.0,2.0,0.0,4.0,4.0,3100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0
860778,90.0,100.0,50.0,50.0,50.0,50.0,2,1,4,1,5,4,4,3,100.0,0,0,1,0,0,1,0,10,13,0.0,0.0,4.0,4.0,26.0,3.0,18.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,4.0,-5.0,3.0,2.0,3.0,3.0,3.0,13.0,1.0,2.3333333333333335,68.0,2.0,0.0,2.0,2.0,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,7.0
860784,100.0,100.0,10.0,90.0,0.0,0.0,1,1,6,1,6,5,5,5,100.0,0,0,1,0,0,0,0,9,22,0.0,0.0,4.0,2.0,33.0,3.0,20.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,1.0,4.0,-6.0,3.0,3.0,2.0,3.0,3.0,8.0,1.0,0.0,67.0,2.0,0.0,4.0,3.0,2600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,10.0
860797,100.0,100.0,25.0,35.0,10.0,10.0,2,1,5,2,5,5,5,2,100.0,0,0,1,0,0,1,0,7,12,0.0,0.0,4.0,4.0,29.0,2.0,17.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,3.0,-4.0,2.0,4.0,2.0,2.0,3.0,18.0,1.0,2.0,69.0,2.0,0.0,4.0,3.0,2163.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0
860867,50.0,100.0,50.0,50.0,50.0,50.0,2,2,3,1,4,3,4,4,100.0,0,1,0,0,0,1,0,9,17,25.0,0.0,2.0,3.0,30.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-4.0,3.0,5.0,3.0,3.0,3.0,7.0,1.0,0.0,35.0,3.0,1.0,5.0,4.0,767.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0
860888,100.0,100.0,20.0,20.0,10.0,20.0,1,1,5,1,5,5,5,4,100.0,0,0,1,0,0,0,0,7,18,0.0,0.0,4.0,2.0,33.0,3.0,25.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,-5.0,3.0,3.0,3.0,3.0,3.0,9.0,1.0,2.0,73.0,2.0,0.0,5.0,4.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,6.0
860922,100.0,100.0,50.0,50.0,15.0,30.0,2,2,5,2,5,5,5,3,100.0,0,1,0,0,0,1,0,7,16,40.0,0.0,4.0,1.0,35.0,5.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,317.0,1.0,5.0,-5.0,3.0,1.0,3.0,1.0,3.0,17.0,1.0,0.0,25.0,2.0,0.0,4.0,4.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0
861010,25.0,100.0,25.0,25.0,75.0,50.0,2,2,4,3,3,4,2,5,100.0,0,0,1,0,0,1,0,9,21,0.0,0.0,3.0,1.0,34.0,1.0,19.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-5.0,3.0,3.0,3.0,2.0,2.0,22.0,0.0,0.0,65.0,2.0,0.0,5.0,2.0,856.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
861083,0.0,0.0,30.0,30.0,20.0,10.0,2,2,5,3,4,1,2,3,0.0,0,0,1,0,0,1,0,6,11,0.0,0.0,1.0,1.0,28.0,4.0,24.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,-4.0,2.0,1.0,3.0,4.0,3.0,18.0,1.0,3.0,76.0,2.0,0.0,2.0,4.0,2750.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0
861129,30.0,40.0,50.0,50.0,50.0,50.0,3,2,4,3,4,4,3,3,70.0,0,1,0,0,0,1,0,8,14,18.0,0.0,3.0,3.0,27.0,3.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,-2.0,2.0,3.0,2.0,3.0,3.0,20.0,1.0,2.0,58.0,3.0,1.0,2.0,4.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0
861178,0.0,50.0,50.0,100.0,10.0,50.0,3,3,3,4,2,3,3,4,50.0,0,0,1,0,0,1,0,8,8,0.0,0.0,3.0,2.0,20.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,21.0,1.0,1.3333333333333333,66.0,1.0,0.0,2.0,3.0,1001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0
861196,70.0,30.0,25.0,50.0,25.0,25.0,2,1,5,2,5,4,4,4,70.0,0,1,0,0,0,1,0,9,20,40.0,0.0,4.0,1.0,35.0,4.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,1.0,1.0,-4.0,3.0,2.0,3.0,2.0,3.0,16.0,1.0,3.0,38.0,2.0,0.0,5.0,2.0,2550.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0
861218,100.0,100.0,25.0,50.0,50.0,60.0,1,1,5,1,5,5,5,5,100.0,1,0,0,0,0,1,0,9,17,0.0,0.0,4.0,1.0,35.0,4.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,5.0,-6.0,3.0,3.0,3.0,3.0,3.0,15.0,1.0,3.0,50.0,2.0,0.0,4.0,3.0,688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0
861276,0.0,0.0,30.0,40.0,15.0,25.0,2,1,4,1,4,1,1,1,0.0,0,1,0,0,0,1,0,6,17,0.0,40.0,3.0,1.0,27.0,4.0,22.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,2.0,4.0,-2.0,3.0,3.0,3.0,3.0,3.0,12.0,1.0,2.0,55.0,4.0,2.0,3.0,4.0,3760.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,6.0
861352,100.0,100.0,20.0,80.0,5.0,50.0,2,1,5,2,5,5,5,4,50.0,0,1,0,0,0,1,0,9,16,9.0,42.0,5.0,1.0,33.0,4.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,1.0,4.0,-6.0,3.0,3.0,3.0,3.0,3.0,10.0,1.0,1.6666666666666667,35.0,2.0,0.0,5.0,4.0,2750.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0
861401,0.0,0.0,0.0,1.0,0.0,0.0,1,1,5,1,5,1,1,1,0.0,0,1,0,0,0,1,0,3,6,50.0,0.0,2.0,2.0,20.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,3.0,-5.0,2.0,5.0,1.0,5.0,3.0,9.0,1.0,-0.5,47.0,7.0,5.0,1.0,3.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0
861434,50.0,80.0,15.0,15.0,5.0,15.0,2,1,4,1,5,3,4,4,40.0,0,0,1,0,0,1,0,10,17,0.0,0.0,4.0,4.0,30.0,3.0,22.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,4.0,-6.0,3.0,3.0,4.0,3.0,3.0,18.0,1.0,2.0,73.0,2.0,0.0,1.0,4.0,3300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,7.0
861477,0.0,0.0,10.0,10.0,1.0,10.0,1,1,5,2,5,1,1,2,0.0,0,1,0,0,0,1,0,3,6,10.0,0.0,4.0,4.0,24.0,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,4.0,-6.0,3.0,5.0,3.0,2.0,4.0,10.0,1.0,2.6666666666666665,63.0,1.0,0.0,2.0,4.0,1250.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0
861523,35.0,70.0,50.0,50.0,50.0,50.0,3,2,4,3,3,3,3,3,65.0,0,1,0,0,0,1,0,6,16,15.0,24.0,3.0,1.0,28.0,2.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,3.0,-4.0,3.0,3.0,3.0,3.0,3.0,17.0,1.0,0.0,34.0,1.0,0.0,3.0,3.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0
861538,30.0,100.0,20.0,40.0,80.0,50.0,1,2,5,2,5,4,4,4,30.0,0,0,1,0,0,1,0,9,22,0.0,0.0,3.0,1.0,28.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,-4.0,3.0,3.0,3.0,3.0,5.0,8.0,1.0,2.0,66.0,2.0,0.0,3.0,2.0,1238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,7.0
861575,95.0,95.0,50.0,50.0,10.0,30.0,2,1,5,2,5,4,4,3,95.0,0,1,0,0,0,1,0,8,15,42.0,6.0,3.0,2.0,27.0,3.0,21.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,1.0,5.0,-4.0,3.0,3.0,2.0,3.0,3.0,14.0,1.0,2.0,57.0,3.0,1.0,2.0,4.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
861584,100.0,100.0,20.0,50.0,10.0,20.0,1,1,5,1,5,5,4,2,100.0,0,1,0,0,0,1,0,9,13,38.0,0.0,4.0,2.0,32.0,3.0,21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,2.0,2.0,-6.0,3.0,4.0,1.0,2.0,3.0,10.0,1.0,0.3333333333333333,59.0,2.0,0.0,5.0,3.0,1980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0
